pid,other_pids,title,year,journal,link,type
30/6609,"['92/249', '55/1170', '81/2641', '30/6609']",Hardware efficient FIR filter implementation using subfilters for digital receivers.,2003,ISSPA (2),https://doi.org/10.1109/ISSPA.2003.1224864,inproceedings
30/6609,"['92/249', '55/1170', '81/2641', '30/6609']",A reconfigurable multi-standard channelizer using QMF trees for software radio receivers.,2003,PIMRC,https://doi.org/10.1109/PIMRC.2003.1264244,inproceedings
30/6609,"['81/2641', '66/549', '30/6609']",MAC units for matched filters in DS-CDMA systems.,2002,IEEE Trans. Broadcast.,https://doi.org/10.1109/11.992856,article
30/6609,"['72/10648', 'a/JavedAbsar', '39/3554', '30/6609', '81/2641']",Single transform perceptual audio encoder.,2002,DSP,https://doi.org/10.1109/ICDSP.2002.1028161,inproceedings
30/6609,"['72/10648', 'a/JavedAbsar', '39/3554', '30/6609', '81/2641']",An investigation into different masking behaviours resulting from estimation of tonality index.,2002,DSP,https://doi.org/10.1109/ICDSP.2002.1028267,inproceedings
30/6609,"['62/6025', '65/3225', '30/6609']",Towards an open protocol for secure online presence notification.,2001,Comput. Stand. Interfaces,https://doi.org/10.1016/S0920-5489(01)00077-0,article
30/6609,"['87/8028', '65/3225', '30/6609']",Wireless messaging services for mobile users.,2001,J. Netw. Comput. Appl.,https://doi.org/10.1006/jnca.2000.0126,article
30/6609,"['52/910', '65/3225', '41/6129', '30/6609']",A unified messaging system on the Internet.,2001,Microprocess. Microsystems,https://doi.org/10.1016/S0141-9331(00)00105-8,article
30/6609,"['80/3549', 'l/BuSungLee', '30/6609']",Study of a Unicast Query Mechanism for Dynamic Source Routing in Mobile ad Hoc Networks.,2001,ICN (2),https://doi.org/10.1007/3-540-47734-9_17,inproceedings
30/6609,"['92/249', '81/2641', '30/6609']",Novel approach to the design of weighted minimax quadrature mirror filters.,2001,ISSPA,https://doi.org/10.1109/ISSPA.2001.949768,inproceedings
30/6609,"['l/BuSungLee', '30/6609', '69/8028']",Power LAN MIB for management of intelligent telecommunication equipment.,2000,J. Netw. Comput. Appl.,"['https://doi.org/10.1006/jnca.2000.0107', 'https://www.wikidata.org/entity/Q57555536']",article
30/6609,"['52/910', '41/6129', '30/6609']",Lossless compression of multispectral satellite images.,1999,J. Commun. Networks,https://doi.org/10.1109/JCN.1999.6597003,article
30/6609,"['30/6609', '76/3131']",Capture models for mobile packet radio networks.,1992,IEEE Trans. Commun.,https://doi.org/10.1109/26.141457,article
30/6609,"['30/6609', '76/3131']",Antenna selection in a multisector packet radio system.,1991,IEEE Trans. Commun.,https://doi.org/10.1109/26.111451,article
30/6609,"['30/6609', '76/3131']",Performance Analysis of a Memory ARQ Scheme with Soft Decision Detectors.,1986,IEEE Trans. Commun.,https://doi.org/10.1109/TCOM.1986.1096615,article
l/BuSungLee,"['242/6467', 'l/BuSungLee', '52/910']",Lower-Limb Rehabilitation at Home: A Survey on Exercise Assessment and Initial Study on Exercise State Identification Toward Biofeedback.,2020,Int. J. Interdiscip. Telecommun. Netw.,https://doi.org/10.4018/IJITN.2020010102,article
l/BuSungLee,"['284/0220', '242/6467', 'l/BuSungLee', '284/0182']",Analysing Social Behavioural Patterns of University Students Who Partake in Sports-related Activities using Wi-Fi Data.,2020,iThings/GreenCom/CPSCom/SmartData/Cybermatics,https://doi.org/10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermatics50389.2020.00145,inproceedings
l/BuSungLee,"['155/3035', '23/6574', 'l/BuSungLee', '95/6861']",Power-network aware VM migration heuristics for multi-tier web applications.,2019,Clust. Comput.,https://doi.org/10.1007/s10586-018-2872-x,article
l/BuSungLee,"['97/4626-40', 'l/BuSungLee', '95/3115', '10/323', '15/78']",CamType: assistive text entry using gaze with an off-the-shelf webcam.,2019,Mach. Vis. Appl.,https://doi.org/10.1007/s00138-018-00997-4,article
l/BuSungLee,"['34/3325', '254/2595', 'l/BuSungLee']","Student Cluster Competition 2018, Team Nanyang Technological University: Reproducing performance of a Multi-Physics Simulations of the Tsunamigenic 2004 Sumatra Megathrust Earthquake on the Intel Skylake architecture.",2019,Parallel Comput.,https://doi.org/10.1016/j.parco.2019.102564,article
l/BuSungLee,"['99/3425', 'l/BuSungLee', '95/3115']",Free-Head Appearance-Based Eye Gaze Estimation on Mobile Devices.,2019,ICAIIC,https://doi.org/10.1109/ICAIIC.2019.8669057,inproceedings
l/BuSungLee,"['178/7243', '52/910', 'l/BuSungLee', '30/6609']",Power spectrum entropy based detection and mitigation of low-rate DoS attacks.,2018,Comput. Networks,https://doi.org/10.1016/j.comnet.2018.02.029,article
l/BuSungLee,"['207/9940', '52/910', '30/6609', 'l/BuSungLee']",Leveraging social media news to predict stock index movement using RNN-boost.,2018,Data Knowl. Eng.,https://doi.org/10.1016/j.datak.2018.08.003,article
l/BuSungLee,"['211/7674', '36/10818', 'l/BuSungLee', '33/7134']",The canary in the city: indicator groups as predictors of local rent increases.,2018,EPJ Data Sci.,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1140/epjds/s13688-018-0151-y')])",article
l/BuSungLee,"['178/7243', '52/910', 'l/BuSungLee', '30/6609', 'j/YaochuJin']",Evolutionary multi-objective optimization based ensemble autoencoders for image outlier detection.,2018,Neurocomputing,https://doi.org/10.1016/j.neucom.2018.05.012,article
l/BuSungLee,"['91/195-7', '84/8411', '44/10349', '64/4397', 'l/BuSungLee', 'm/ChunyanMiao', 'h/StevenCHHoi']",Distributed multi-task classification: a decentralized online learning approach.,2018,Mach. Learn.,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1007/s10994-017-5676-y')])",article
l/BuSungLee,"['00/4516', '224/6630', 'l/BuSungLee']","Student Cluster Competition 2017, team Nanyang Technological University: Reproducing vectorization of the Tersoff multi-body potential on the Intel Broadwell architecture.",2018,Parallel Comput.,https://doi.org/10.1016/j.parco.2018.06.006,article
l/BuSungLee,"['207/9940', '04/3348', '52/910', '30/6609', 'l/BuSungLee']",Unsupervised rumor detection based on users' behaviors using neural networks.,2018,Pattern Recognit. Lett.,https://doi.org/10.1016/j.patrec.2017.10.014,article
l/BuSungLee,"['242/6467', 'l/BuSungLee', '52/910', '69/8028', '224/9431']",Smartphone Orientation Estimation Algorithm Combining Kalman Filter With Gradient Descent.,2018,IEEE J. Biomed. Health Informatics,"['https://doi.org/10.1109/JBHI.2017.2780879', 'https://www.wikidata.org/entity/Q89497936']",article
l/BuSungLee,"['67/7742', '175/5813', 'h/BingshengHe', 'l/BuSungLee', '47/4350']",Long-Term Multi-Resource Fairness for Pay-as-you Use Computing Systems.,2018,IEEE Trans. Parallel Distributed Syst.,"['https://doi.org/10.1109/TPDS.2017.2788880', 'http://doi.ieeecomputersociety.org/10.1109/TPDS.2017.2788880']",article
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe']",Fair Resource Allocation for Data-Intensive Computing in the Cloud.,2018,IEEE Trans. Serv. Comput.,"['https://doi.org/10.1109/TSC.2016.2531698', 'http://doi.ieeecomputersociety.org/10.1109/TSC.2016.2531698']",article
l/BuSungLee,"['216/6395', '242/6467', 'l/BuSungLee', '52/910']",RehabPartner: Motion tracking assistant using a novel complementary feedback filter.,2018,CCNC,https://doi.org/10.1109/CCNC.2018.8319277,inproceedings
l/BuSungLee,"['233/3507', '233/3513', 'l/BuSungLee', '10/5018', '33/7134']",Using Mobile Phone Data to Determine Human Mobility Patterns in Paris.,2018,CW,https://doi.org/10.1109/CW.2018.00077,inproceedings
l/BuSungLee,"['207/9940', '230/2079', '247/6366', '04/3348', '52/910', '30/6609', 'l/BuSungLee']",Exploiting Behavioral Differences to Detect Fake Ne.,2018,UEMCON,https://doi.org/10.1109/UEMCON.2018.8796519,inproceedings
l/BuSungLee,"['178/7243', '52/910', 'l/BuSungLee', '30/6609']",Autoencoder-based network anomaly detection.,2018,WTS,https://doi.org/10.1109/WTS.2018.8363930,inproceedings
l/BuSungLee,"['242/6467', 'l/BuSungLee', '52/910', '178/7243']",Automated oscillation detection and correction of fused wearable sensor signals using machine learning.,2018,WTS,https://doi.org/10.1109/WTS.2018.8363935,inproceedings
l/BuSungLee,"['178/7243', '52/910', 'l/BuSungLee', '30/6609']",Detection of network anomalies using Improved-MSPCA with sketches.,2017,Comput. Secur.,https://doi.org/10.1016/j.cose.2016.10.010,article
l/BuSungLee,"['209/8591', '157/9649', '00/4516', 'l/BuSungLee']",Student cluster competition: ParConnect reproducibility task report.,2017,Parallel Comput.,https://doi.org/10.1016/j.parco.2017.07.003,article
l/BuSungLee,"['124/6864', '48/6213', '98/3417', '29/8207', '66/6819', '11/11', '192/9426', 'l/BuSungLee', '23/6574']",Layman Analytics System: A Cloud-Enabled System for Data Analytics Workflow Recommendation.,2017,IEEE Trans Autom. Sci. Eng.,https://doi.org/10.1109/TASE.2016.2610521,article
l/BuSungLee,"['97/4626-40', 'l/BuSungLee', '15/78']",A new reconstruction method in gaze estimation with natural head movement.,2017,MVA,https://doi.org/10.23919/MVA.2017.7986840,inproceedings
l/BuSungLee,"['155/3035', '23/6574', 'l/BuSungLee', '95/6861', '187/7692']",Network-Aware VM Migration Heuristics for Improving the SLA Violation of Multi-Tier Web Applications in the Cloud.,2017,PDP,"['https://doi.org/10.1109/PDP.2017.20', 'http://doi.ieeecomputersociety.org/10.1109/PDP.2017.20']",inproceedings
l/BuSungLee,"['217/5023', '217/5056', '46/3050', '242/6467', 'l/BuSungLee', '217/5188']",Pholder: An Eye-Gaze Assisted Reading Application on Android.,2017,SITIS,"['https://doi.org/10.1109/SITIS.2017.64', 'http://doi.ieeecomputersociety.org/10.1109/SITIS.2017.64']",inproceedings
l/BuSungLee,"['178/7243', '52/910', 'l/BuSungLee', '30/6609']",A novel anomaly detection system using feature-based MSPCA with sketch.,2017,WOCC,https://doi.org/10.1109/WOCC.2017.7928975,inproceedings
l/BuSungLee,"['211/7674', '36/10818', 'l/BuSungLee', '33/7134']",The Canary in the City: Indicator Groups as Predictors of Urban Change.,2017,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1712.08924')])",article
l/BuSungLee,"['97/4626-40', 'l/BuSungLee', '15/78']",Robust Eye-Based Dwell-Free Typing.,2016,Int. J. Hum. Comput. Interact.,"['https://doi.org/10.1080/10447318.2016.1186307', 'https://www.wikidata.org/entity/Q60767090']",article
l/BuSungLee,"['18/6404-2', '99/4818', '86/2979', 'k/LaxmikantVKale', '65/1476', 'l/BuSungLee', '88/2616', '53/726', '75/8503']",Evaluating and Improving the Performance and Scheduling of HPC Applications in Cloud.,2016,IEEE Trans. Cloud Comput.,"['https://doi.org/10.1109/TCC.2014.2339858', 'http://doi.ieeecomputersociety.org/10.1109/TCC.2014.2339858']",article
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe']",Dynamic Job Ordering and Slot Configurations for MapReduce Workloads.,2016,IEEE Trans. Serv. Comput.,"['https://doi.org/10.1109/TSC.2015.2426186', 'http://doi.ieeecomputersociety.org/10.1109/TSC.2015.2426186', 'https://www.wikidata.org/entity/Q57555204']",article
l/BuSungLee,"['91/195-7', '84/8411', '44/10349', '64/4397', 'l/BuSungLee']",ROM: A Robust Online Multi-task Learning Approach.,2016,ICDM,"['https://doi.org/10.1109/ICDM.2016.0183', 'http://doi.ieeecomputersociety.org/10.1109/ICDM.2016.0183']",inproceedings
l/BuSungLee,"['242/6467', 'l/BuSungLee', '52/910']","Mood prediction from facial video with music ""therapy"" on a smartphone.",2016,WTS,https://doi.org/10.1109/WTS.2016.7482034,inproceedings
l/BuSungLee,"['138/7300', '66/6819', 's/SirajAShaikh', 'l/BuSungLee']",Towards an Early Warning System for Network Attacks Using Bayesian Inference.,2015,CSCloud,"['https://doi.org/10.1109/CSCloud.2015.35', 'http://doi.ieeecomputersociety.org/10.1109/CSCloud.2015.35', 'https://www.wikidata.org/entity/Q57751672']",inproceedings
l/BuSungLee,"['66/6819', '173/6932', '46/3050', 'l/BuSungLee', '15/78']",Feasibility analysis and adaptive thresholding for mobile applications controlled by EEG signals.,2015,EUSIPCO,"['https://doi.org/10.1109/EUSIPCO.2015.7362818', 'https://www.wikidata.org/entity/Q60767102']",inproceedings
l/BuSungLee,"['178/7243', '52/910', 'l/BuSungLee', '30/6609']",A MSPCA based intrusion detection algorithm tor detection of DDoS attack.,2015,ICCC,https://doi.org/10.1109/ICCChina.2015.7448617,inproceedings
l/BuSungLee,"['138/7300', 's/SirajAShaikh', 'l/BuSungLee', '66/6819', '52/910']",Early Warning Systems for Cyber Defence.,2015,iNetSeC,"['https://doi.org/10.1007/978-3-319-39028-4_3', 'https://www.wikidata.org/entity/Q57751678']",inproceedings
l/BuSungLee,"['97/4626-40', '91/195-7', '66/6819', 'l/BuSungLee', '81/10713']",GazeTry: Swipe Text Typing Using Gaze.,2015,OZCHI,https://doi.org/10.1145/2838739.2838804,inproceedings
l/BuSungLee,"['27/5110', 'l/BuSungLee', '144/1044', '129/0921', '85/2357']",Virtual machine placement with two-path traffic routing for reduced congestion in data center networks.,2014,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2014.07.009', 'https://www.wikidata.org/entity/Q57555237']",article
l/BuSungLee,"['75/11480', 'k/MarkusKirchberg', 'l/BuSungLee']",Special issue on trust and security in cloud computing.,2014,Secur. Commun. Networks,"['https://doi.org/10.1002/sec.1154', 'https://www.wikidata.org/entity/Q57555234']",article
l/BuSungLee,"['a/QianhuiAltheaLiang', 'l/BuSungLee', 'h/PCKHung']",A rule-based approach for availability of service by automated service substitution.,2014,Softw. Pract. Exp.,"['https://doi.org/10.1002/spe.2155', 'https://www.wikidata.org/entity/Q57555222']",article
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe']",DynamicMR: A Dynamic Slot Allocation Optimization Framework for MapReduce Clusters.,2014,IEEE Trans. Cloud Comput.,"['https://doi.org/10.1109/TCC.2014.2329299', 'http://doi.ieeecomputersociety.org/10.1109/TCC.2014.2329299', 'https://www.wikidata.org/entity/Q57555226']",article
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",A Long-Term Reference Frame for Hierarchical B-Picture-Based Video Coding.,2014,IEEE Trans. Circuits Syst. Video Technol.,"['https://doi.org/10.1109/TCSVT.2014.2302555', 'https://www.wikidata.org/entity/Q57555218']",article
l/BuSungLee,"['92/10031', '49/7684', '76/440', 'l/BuSungLee', '37/1304-1']",Cooperative Virtual Machine Management in Smart Grid Environment.,2014,IEEE Trans. Serv. Comput.,"['https://doi.org/10.1109/TSC.2013.37', 'http://doi.ieeecomputersociety.org/10.1109/TSC.2013.37', 'https://www.wikidata.org/entity/Q57555225']",article
l/BuSungLee,"['66/6819', '149/9453', '97/4626-40', 'l/BuSungLee']",A motion accuracy evaluator based on body parts movement by MapReduce video processing.,2014,BHI,https://doi.org/10.1109/BHI.2014.6864446,inproceedings
l/BuSungLee,"['124/6976', 'l/BuSungLee', '23/2460']",Improving Hadoop Monetary Efficiency in the Cloud Using Spot Instances.,2014,CloudCom,"['https://doi.org/10.1109/CloudCom.2014.35', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2014.35', 'https://www.wikidata.org/entity/Q57555213']",inproceedings
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe']",Towards Economic Fairness for Big Data Processing in Pay-as-You-Go Cloud Computing.,2014,CloudCom,"['https://doi.org/10.1109/CloudCom.2014.120', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2014.120', 'https://www.wikidata.org/entity/Q57555216']",inproceedings
l/BuSungLee,"['66/6819', '46/3050', '158/5122', '06/9871', 'l/BuSungLee', '52/910']",A Wavelet Entropy-Based Change Point Detection on Network Traffic: A Case Study of Heartbleed Vulnerability.,2014,CloudCom,"['https://doi.org/10.1109/CloudCom.2014.78', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2014.78', 'https://www.wikidata.org/entity/Q57555208']",inproceedings
l/BuSungLee,"['155/3035', '03/5268', 'l/BuSungLee', '13/3578', '23/6574']",WPress: An Application-Driven Performance Benchmark for Cloud-Based Virtual Machines.,2014,EDOC,"['https://doi.org/10.1109/EDOC.2014.23', 'http://doi.ieeecomputersociety.org/10.1109/EDOC.2014.23', 'https://www.wikidata.org/entity/Q57555240']",inproceedings
l/BuSungLee,"['154/1465', '35/1158', '69/6898', '79/8068', 'l/BuSungLee']",Leak detection and localization inwater distribution system using time frequency analysis.,2014,EUSIPCO,http://ieeexplore.ieee.org/document/6952837/,inproceedings
l/BuSungLee,"['97/4626-40', '66/6819', 'l/BuSungLee', '156/7113', '15/78']",Analysis of visually guided tracking performance in Parkinson's disease.,2014,Healthcom,"['https://doi.org/10.1109/HealthCom.2014.7001835', 'https://www.wikidata.org/entity/Q57555209']",inproceedings
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe', '43/849']",Long-term resource fairness: towards economic fairness on pay-as-you-use computing systems.,2014,ICS,https://doi.org/10.1145/2597652.2597672,inproceedings
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",MaxCD: Efficient multi-flow scheduling and cooperative downloading for improved highway drive-thru Internet systems.,2013,Comput. Networks,"['https://doi.org/10.1016/j.comnet.2012.12.020', 'https://www.wikidata.org/entity/Q57555252']",article
l/BuSungLee,"['26/4290', '52/910', 'l/BuSungLee']",EFLoM: An Efficient Framework for Local Mobility.,2013,Comput. Commun.,"['https://doi.org/10.1016/j.comcom.2012.09.014', 'https://www.wikidata.org/entity/Q57555246']",article
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",Video coding with dynamic background.,2013,EURASIP J. Adv. Signal Process.,"[OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1186/1687-6180-2013-11')]), 'https://www.wikidata.org/entity/Q57555267']",article
l/BuSungLee,"['99/774', '14/3737', '30/6609', 'l/BuSungLee']",Pattern-based video coding with dynamic background modeling.,2013,EURASIP J. Adv. Signal Process.,"[OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1186/1687-6180-2013-138')]), 'https://www.wikidata.org/entity/Q57555254']",article
l/BuSungLee,"['57/8505', '80/323', 'c/ChngEngSiong', 'l/BuSungLee', '33/5934-3', '44/2168', '136/1327', '96/6014', '17/8505']",Hadoop framework: impact of data organization on performance.,2013,Softw. Pract. Exp.,"['https://doi.org/10.1002/spe.1082', 'https://www.wikidata.org/entity/Q57555249']",article
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",Cooperative Duty Cycling For Energy-Efficient Contact Discovery in Pocket Switched Networks.,2013,IEEE Trans. Veh. Technol.,"['https://doi.org/10.1109/TVT.2012.2227865', 'https://www.wikidata.org/entity/Q57555243']",article
l/BuSungLee,"['52/910', 'l/BuSungLee', '41/6129', '35/2011', '99/10610', '128/3002']",Dual-metric hybrid protocol for application level multicast for live video streaming.,2013,CCNC,https://doi.org/10.1109/CCNC.2013.6488421,inproceedings
l/BuSungLee,"['18/6404-2', 'k/LaxmikantVKale', '86/2979', '88/2616', '75/8503', 'l/BuSungLee', '99/4818', '65/1476', '53/726']","The Who, What, Why, and How of High Performance Computing in the Cloud.",2013,CloudCom (1),"['https://doi.org/10.1109/CloudCom.2013.47', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2013.47', 'https://www.wikidata.org/entity/Q57555264']",inproceedings
l/BuSungLee,"['l/BuSungLee', '27/5110', '85/2357']",An efficient flow cache algorithm with improved fairness in Software-Defined Data Center Networks.,2013,CLOUDNET,https://doi.org/10.1109/CloudNet.2013.6710553,inproceedings
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe']",Dynamic slot allocation technique for MapReduce clusters.,2013,CLUSTER,"['https://doi.org/10.1109/CLUSTER.2013.6702631', 'http://doi.ieeecomputersociety.org/10.1109/CLUSTER.2013.6702631']",inproceedings
l/BuSungLee,"['56/9726', 't/StephenJohnTurner', 'l/BuSungLee', '90/9635', 'h/BingshengHe']",Simulation of Information Propagation over Complex Networks: Performance Studies on Multi-GPU.,2013,DS-RT,"['https://doi.org/10.1109/DS-RT.2013.27', 'http://doi.ieeecomputersociety.org/10.1109/DS-RT.2013.27', 'http://dl.acm.org/citation.cfm?id=2570891', 'https://www.wikidata.org/entity/Q57555259']",inproceedings
l/BuSungLee,"['67/7742', 'l/BuSungLee', 'h/BingshengHe']",MROrder: Flexible Job Ordering Optimization for Online MapReduce Workloads.,2013,Euro-Par,https://doi.org/10.1007/978-3-642-40047-6_31,inproceedings
l/BuSungLee,"['62/10062', '27/5110', 'l/BuSungLee', '17/6484', '85/2357']",Power-Efficient Virtual Machine Placement and Migration in Data Centers.,2013,GreenCom/iThings/CPScom,https://doi.org/10.1109/GreenCom-iThings-CPSCom.2013.246,inproceedings
l/BuSungLee,"['99/10610', '144/1086', 'l/BuSungLee']",Domain-based Hybrid OpenFlow Network (HON).,2013,ICON,https://doi.org/10.1109/ICON.2013.6781989,inproceedings
l/BuSungLee,"['27/5110', 'l/BuSungLee', '140/2394', '144/1044', '129/0921']",Software defined network based adaptive routing for data replication in Data Centers.,2013,ICON,https://doi.org/10.1109/ICON.2013.6781967,inproceedings
l/BuSungLee,"['124/6976', '62/5690', '99/10610', '49/7684', 'l/BuSungLee']",A Workflow Framework for Big Data Analytics: Event Recognition in a Building.,2013,SERVICES,"['https://doi.org/10.1109/SERVICES.2013.29', 'http://doi.ieeecomputersociety.org/10.1109/SERVICES.2013.29']",inproceedings
l/BuSungLee,"['117/4422', '29/8207', '48/6213', '23/6574', 'l/BuSungLee']",Collaborative Analytics with Genetic Programming for Workflow Recommendation.,2013,SMC,https://doi.org/10.1109/SMC.2013.117,inproceedings
l/BuSungLee,"['75/8503', '75/11480', '57/8505', '10/10089', 'l/BuSungLee']",S2Logger: End-to-End Data Tracking Mechanism for Cloud Data Provenance.,2013,TrustCom/ISPA/IUCC,"['https://doi.org/10.1109/TrustCom.2013.73', 'http://doi.ieeecomputersociety.org/10.1109/TrustCom.2013.73', 'https://www.wikidata.org/entity/Q56805429']",inproceedings
l/BuSungLee,"['56/9726', 't/StephenJohnTurner', 'l/BuSungLee', '90/9635', 'h/BingshengHe']",Simulation studies of viral advertisement diffusion on multi-GPU.,2013,Winter Simulation Conference,"['https://doi.org/10.1109/WSC.2013.6721542', 'http://dl.acm.org/citation.cfm?id=2676182']",inproceedings
l/BuSungLee,"['41/5447-2', '06/2736', '10/5018', '40/6964', '52/910', 'l/BuSungLee']",Achieving Small-World Properties using Bio-Inspired Techniques in Wireless Networks.,2012,Comput. J.,"['https://doi.org/10.1093/comjnl/bxs024', 'https://www.wikidata.org/entity/Q57555278']",article
l/BuSungLee,"['26/4290', '52/910', 'l/BuSungLee']",Adaptive load balancing algorithm for multiple homing mobile nodes.,2012,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/j.jnca.2011.07.008', 'https://www.wikidata.org/entity/Q57555281']",article
l/BuSungLee,"['06/2736', '17/6484', '52/910', 'l/BuSungLee']",Performance improvements for network-wide broadcast with instantaneous network information.,2012,J. Netw. Comput. Appl.,"['https://doi.org/10.1016/j.jnca.2012.01.008', 'https://www.wikidata.org/entity/Q57555311']",article
l/BuSungLee,"['07/8844', '14/3737', 'l/BuSungLee', '30/6609']",Low-Complexity Video Coding Based on Two-Dimensional Singular Value Decomposition.,2012,IEEE Trans. Image Process.,"['https://doi.org/10.1109/TIP.2011.2166969', 'https://www.wikidata.org/entity/Q57555300']",article
l/BuSungLee,"['07/8844', '14/3737', 'l/BuSungLee', '30/6609', '82/1447']",Mode-Dependent Templates and Scan Order for H.264/AVC-Based Intra Lossless Coding.,2012,IEEE Trans. Image Process.,"['https://doi.org/10.1109/TIP.2012.2197630', 'https://www.wikidata.org/entity/Q51369728']",article
l/BuSungLee,"['07/8844', '14/3737', 'l/BuSungLee', '30/6609']",Rotated Orthogonal Transform (ROT) for Motion-Compensation Residual Coding.,2012,IEEE Trans. Image Process.,"['https://doi.org/10.1109/TIP.2012.2206045', 'https://www.wikidata.org/entity/Q51601600']",article
l/BuSungLee,"['73/7911', '52/910', 'l/BuSungLee']",Toward Reliable Data Delivery for Highly Dynamic Mobile Ad Hoc Networks.,2012,IEEE Trans. Mob. Comput.,"['https://doi.org/10.1109/TMC.2011.55', 'http://doi.ieeecomputersociety.org/10.1109/TMC.2011.55', 'https://www.wikidata.org/entity/Q57555332']",article
l/BuSungLee,"['31/9004', '14/3737', 'l/BuSungLee', '30/6609', '07/954', 'l/ChiaWenLin']",Bottom-Up Saliency Detection Model Based on Human Visual Sensitivity and Amplitude Spectrum.,2012,IEEE Trans. Multim.,"['https://doi.org/10.1109/TMM.2011.2169775', 'https://www.wikidata.org/entity/Q57555284']",article
l/BuSungLee,"['73/8538', '14/3737', 'l/BuSungLee', '30/6609']",Robust Image Coding Based Upon Compressive Sensing.,2012,IEEE Trans. Multim.,"['https://doi.org/10.1109/TMM.2011.2181491', 'https://www.wikidata.org/entity/Q57555324']",article
l/BuSungLee,"['67/7742', '47/4350', '56/276', 'l/BuSungLee', '15/4777', '02/6332', '88/5798']",EasyPDP: An Efficient Parallel Dynamic Programming Runtime System for Computational Biology.,2012,IEEE Trans. Parallel Distributed Syst.,"['https://doi.org/10.1109/TPDS.2011.218', 'http://doi.ieeecomputersociety.org/10.1109/TPDS.2011.218', 'https://www.wikidata.org/entity/Q57555287']",article
l/BuSungLee,"['49/7684', 'l/BuSungLee', '76/440']",Optimization of Resource Provisioning Cost in Cloud Computing.,2012,IEEE Trans. Serv. Comput.,"['https://doi.org/10.1109/TSC.2011.7', 'http://doi.ieeecomputersociety.org/10.1109/TSC.2011.7', 'https://www.wikidata.org/entity/Q57555306']",article
l/BuSungLee,"['06/2736', '41/5447-2', '10/5018', '52/910', '93/6277', 'l/BuSungLee']",A Self-Organization Framework for Wireless Ad Hoc Networks as Small Worlds.,2012,IEEE Trans. Veh. Technol.,"['https://doi.org/10.1109/TVT.2012.2197768', 'https://www.wikidata.org/entity/Q57555272']",article
l/BuSungLee,"['117/4422', '99/10610', '57/8505', '46/6005', '29/8207', '48/6213', '44/10811', '48/5141', 'l/BuSungLee']",Collaborative analytics for predicting expressway-traffic congestion.,2012,ICEC,https://doi.org/10.1145/2346536.2346542,inproceedings
l/BuSungLee,"['91/5512', '99/5318', '88/636', 'l/BuSungLee', '11/3042']",A Systematic Framework Enabling Automatic Conflict Detection and Explanation in Cloud Service Selection for Enterprises.,2012,IEEE CLOUD,"['https://doi.org/10.1109/CLOUD.2012.95', 'http://doi.ieeecomputersociety.org/10.1109/CLOUD.2012.95', 'https://www.wikidata.org/entity/Q57555276']",inproceedings
l/BuSungLee,"['86/2979', 'a/QianhuiAltheaLiang', '72/5398', 'l/BuSungLee']",Protego: In-Memory Version Control System in the Cloud.,2012,APSEC,"['https://doi.org/10.1109/APSEC.2012.71', 'https://www.wikidata.org/entity/Q57555320']",inproceedings
l/BuSungLee,"['57/8505', 'l/BuSungLee', 'h/BingshengHe', 'c/RoyHCampbell']",A Map-Reduce Based Framework for Heterogeneous Processing Element Cluster Environments.,2012,CCGRID,"['https://doi.org/10.1109/CCGrid.2012.35', 'http://doi.ieeecomputersociety.org/10.1109/CCGrid.2012.35', 'https://www.wikidata.org/entity/Q57555274']",inproceedings
l/BuSungLee,"['49/7684', '99/10610', '66/6819', 'l/BuSungLee', '126/0556', '126/0604', '75/4428']",Workflow framework to support data analytics in cloud computing.,2012,CloudCom,"['https://doi.org/10.1109/CloudCom.2012.6427489', 'http://doi.ieeecomputersociety.org/10.1109/CloudCom.2012.6427489']",inproceedings
l/BuSungLee,"['99/5318', '91/5512', '88/636', 'l/BuSungLee']",Cloud service recommendation and selection for enterprises.,2012,CNSM,http://ieeexplore.ieee.org/document/6380052/,inproceedings
